222127_s_at	EXOC1	438.9	429	29.1	384.2	387.1	320.1	196.4	455.4	223.9	468	91.4	354.7
222128_at	NSUN6	36.7	173.2	34.2	171.5	23.7	58.3	37.3	42.6	124	45.1	38	66
222129_at	FAM134A	759.7	1039.4	940.9	1164.1	865.5	769.1	907	1383.4	1733.4	1480.4	2390	1396.6
222130_s_at	MRM2	695.9	62.7	141.5	194.6	623.1	72.3	105.1	181.8	66.6	88.7	929.2	119
222131_x_at	RHOT2	140	229	244.5	231.2	318.1	288.7	136.2	123.3	196.4	140.5	380.7	219.4
222132_s_at	AGK	1681.6	1281.6	1064.7	1155.4	1240.3	1044.8	1229.6	961.1	737.3	747.9	1233.1	872.1
222133_s_at	PHF20L1	139.6	225.4	252.4	361	364	199.8	271.4	104.5	285.2	346.3	289.6	153
222134_at	DDO	150.8	150.5	815.4	120.9	327.9	317.2	707.3	156.9	270	169.3	394.3	270
222135_at	ZNF814	228.7	212.6	88.9	180.6	84.7	100.6	404.3	96	461.1	378.6	338	183.9
222136_x_at	ZNF729	132.4	118.3	132.4	297.9	232.5	56.5	162.9	138.8	56.1	166.4	191.7	137.1
222137_at	CC2D1A	453.7	242	411.3	273.2	241.3	510.8	156.5	340	363.8	129	258.2	583.5
222138_s_at	WDR13	1157.2	2691.8	1360.4	1834.4	1789.6	1027.3	1067.6	1662.9	957	1687.3	1410.8	503.7
222139_at	ERV3-2	230.7	56.1	150.5	240.8	417.8	147.4	72.3	236.9	343.4	258.6	438.1	365.6
222140_s_at	GPR89A	95.4	474.8	207	152.6	173.3	168.9	264	18.9	40.9	375.3	21.2	47.4
222141_at	KLHL22	431.2	20.9	184.5	378.7	325.7	453.2	47.4	167.5	288.3	412	115.3	16.6
222142_at	CYLD	184.9	173.5	756.2	343.6	331.9	347.4	138.4	128.1	743.8	368.7	292.5	333.4
222143_s_at	MTMR14	3243.6	2989.9	2627.9	2368.5	2356.1	2670.8	1964.4	2251.5	2571.8	2323.7	2669.8	2918
222144_at	KIF17	538	485.3	885.2	268.3	171	284.3	315	75.6	376.9	60	78.9	146.1
222145_at	AK027225	55.4	81.6	35.8	451.4	110.1	278.3	126.5	97.2	355.6	163.1	66.6	240.6
222146_s_at	TCF4	82.2	96.1	80.7	156.6	89.8	119	57.4	62.1	59.8	580.3	167.8	146.2
222147_s_at	ACTR5	68.5	153.8	111.2	106.3	107.5	88.9	109.1	95.6	175.3	87	129.9	145.9
222148_s_at	RHOT1	122.8	532.4	493.3	641.3	351.3	421.6	759.9	1342.2	826.7	874.3	608	905.6
222149_x_at	GOLGA8DP	218.3	82.1	219.9	191.6	29.3	116.5	182.3	9	115.9	298.8	69.3	15.8
222150_s_at	GSAP	375.4	160	55.1	24.9	40.6	205.2	33.2	33.6	18.2	57.3	74.3	321.1
222151_s_at	CEP63	859.5	619.1	657.9	451.4	687.9	922	761.2	495.7	414.9	518.7	406.2	818.4
222152_at	PDCD6	893.4	664.7	207.9	896.7	527.4	390.5	586.2	478.2	740	1392.1	633.8	416.6
222153_at	MYEF2	104.9	95.8	258.5	442.4	864.8	267.8	308.2	860.1	30.1	469.1	316.6	445.7
222154_s_at	SPATS2L	37.2	104.9	88.6	90.1	88.1	104.5	84.8	49.9	68.3	55.7	57	423.1
222155_s_at	SLC52A2	115.1	368.7	94.1	114.5	86.5	576.8	130.2	53.8	386.6	112.7	81.6	331.2
222156_x_at	DYX1C1-CCPG1	343.4	131.9	204.8	32.8	86	180.3	302.5	479.9	210.1	30.8	243.2	74.5
222157_s_at	WDR48	201.3	156.6	122.1	157.1	209.7	238.7	257.8	248.3	68.8	208.3	163.8	184.6
222158_s_at	DESI2	714.7	448.8	505.3	620.9	170.3	123.6	428.3	164.5	536.6	88.4	363.1	217.3
